ITEM,Atividade,UNIDADE_DE_MEDIDA,PORTE_MINIMO,PORTE_PEQUENO,PORTE_MEDIO,PORTE_GRANDE,PORTE_EXCEPCIONAL,POTENCIAL_POLUIDOR,ANEXO_OU_TAXA
77.6,Barragens de irrigação,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.7,Barragens de saneamento,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.8,Outras Barragens não especificadas,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.9,Canais de navegação,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.1,Canais para drenagem,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.11,Canais para irrigação,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.12,Retificação de cursos d’água,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,,ANEXOII
77.13,Canalização de curso d’água,área inundada em ha (hectare),até10,"de10,0001até25","de 25,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.14,"Abertura de barras, em bocaduras e transposição de bacias",área útil em ha (hectare),até10,"de10,0001até20","de 20,0001 até 30",de30até90,acimade90,ALTO,ANEXOII
77.15,Usinas de produção de concreto pré misturado.,área útil em m²,até1.000,"de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de 10.000,0001até 20.000",acimade20.000,MÉDIO,ANEXOII
77.16,Usinas de produção de concreto asfáltico,área útil em m²,até1.000,"de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de 10.000,0001até 20.000",acimade20.000,ALTO,ANEXOII
77.18,Transposição de corpos d'água,distância em km (quilômetro),até2,"de2,0001até5","de5,0001até10","de10,0001até15",acimade15,ALTO,ANEXOII
77.19,Contenção de orla fluvial,distância em km (quilômetro),até2,"de2,0001até5","de5,0001até10","de10,0001até15",acimade15,MÉDIO,ANEXOII
77.2,"Construção e ampliação de escolas, quadras de esportes, feira coberta, praças, campo de futebol, camping, hipódromo, centro de eventos, centro de convivência, igrejas,templos religiosos, creches, centro de inclusão digital e congêneres, com área superior a 1,0 (uma) hectare",área útil em ha (hectare),"de1,0001até2","de2,0001até5","de5,0001até10","de10,0001até50",acimade50,BAIXO,ANEXOII
77.21,Unidade prisional,área útil em ha (hectare),até1,"de1,0001até10","de 10,0001 até 20","de20,0001até50",acimade50,ALTO,ANEXOII
77.22,Distribuição de gás canalizado,comprimento em Km,até5,"De5,0001até10","De10,0001 até 50","de50,0001até100",acimade100,ALTO,ANEXOII
77.23,"Instalação de torre meteorológica, de televisão, de internet ou de telefonia móvel",número de antenas (unidade),até1,de2até4,de5até10,de11até15,acimade15,BAIXO,ANEXOII
78,SERVIÇOS DE UTILIDADE PÚBLICA,,,,,,,,
78.1,"Sistema de Esgotamento Sanitário (rede coletora, interceptores, ETE, emissários etc)",população atendida em número de habitantes,até1.000,"de 1.000,0001 até 10.000","de 10.000,0001 até25.000","de 25.000,0001até 75.000",acimade75.000,MÉDIO,ANEXOII
78.2,Ampliação da rede coletora de esgoto,distância em km (quilômetro),até1,"de1,0001até5","de5,0001até10","de10,0001até50",acimade50,MÉDIO,ANEXOII
78.3,"Sistema de Abastecimento de Água (captação, adutora, ETA, rede de abastecimento etc)",população atendida em número de habitantes,até1.000,"de 1.000,0001 até 10.000","de 10.000,0001 até25.000","de 25.000,0001até 75.000",acimade75.000,MÉDIO,ANEXOII
78.4,Ampliação da rede de abastecimento de água,distância em km (quilômetro),até1,"de1,0001até5","de5,0001até10","de10,0001até50",acimade50,MÉDIO,ANEXOII
78.5,Sistema de drenagem de águas pluviais(galerias de águas pluviais subterrâneas e/ou superficiais,distância em km (quilômetro),até1,"de1,0001até10","de 10,0001 até 50","de50,0001até100",acimade100,BAIXO,ANEXOII
78.6,"Serviços de tratamento e disposição final de efluentes oriundos de limpeza de fossa sépticas, sumidouros, caixas de esgoto, tubulações, galerias, drenagem e correlatos, exceto transporte",área útil em m²,até1.000,"de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de 10.000,0001até 20.000",acimade20.000,MÉDIO,ANEXOII
79,PRODUÇÃO DE ENERGIA,,,,,,,,
79.1,Micro Central Hidrelétrica MCH,Potência instalada em MW,até1,-,-,-,-,ALTO,ANEXOXXXIII
79.2,Central Geradora Hidrelétrica CGH,Potência instalada em MW,"acimade1,0001 até3",-,-,-,-,ALTO,ANEXOXXXIV
79.3,Pequena Central Hidrelétrica– PCH,Potência instalada em MW,até3,"de3,0001até5","de5,0001até10","de10,0001de20",de20ate30,ALTO,ANEXOXXXV
79.4,Usina Hidrelétrica UHE,Potência instalada em MW,-,-,-,-,acimade30,ALTO,ANEXOXXXVI
79.5,Geração de termoeletricidade a partir de gás natural,Potência instalada em MW,até1,"de1,0001até10","de 10,0001 até 30","de30,0001até50",acimade50,MÉDIO,ANEXOXXXII
79.6,Geração de termoeletricidade a partir de biomassa,Potência instalada em MW,até1,"de1,0001até5","de5,0001até10","de10,0001de20",acimade20,MÉDIO,ANEXOXXXII
79.7,Geração de termoeletricidade a partir de combustível fóssil e biodiesel,Potência instalada em MW,até1,"de1,0001até5","de5,0001até10","de10,0001de20",acimade20,ALTO,ANEXOXXXVII
79.8,"Geração de energia a partir de fonte ólica, exceto microgeração",Potência instalada em MW,acimade1,"de1,0001até5","de5,0001até10","de10,0001de20",acimade20,BAIXO,ANEXOXXXII
79.9,"Geração de energia a partir de fonte solar, exceto microgeração",Potência instalada em MW,acimade1,"de1,0001até5","de5,0001até10","de10,0001até20",acimade20,BAIXO,ANEXOXXXII
79.1,Estação e Subestação de energia elétrica,área útil em m²,até5.000,"de 5000,0001 até 10.000","de10.000,0001at é20.000","de20.000,0001até 30.000",acimade30.000,ALTO,ANEXOXXXII
79.11,Linhas de transmissão / distribuição de energia elétrica,Potência contínua (kV),"até13,8",69,127,230,500,ALTO,ANEXO XXXVIII
80,EMPREENDIMENTOS FUNERÁRIOS,,,,,,,,
80.1,Cemitérios,área útil em ha (hectare),até2,"de2,0001até10","de10,0001até15","de15,0001até30",acimade30,ALTO,ANEXOII
80.2,Crematório,número de operações/dia,até4,de4até8,de8até12,de12até30,acimade30,ALTO,ANEXOII
80.3,"SERVIÇOS Funerários, com preparação de cadáveres, em balsamento, somato conservação, e tanatopraxia;",área útil em m²,Até100,"De100,001até300","De 300,001 até 500","De500,001a1.000",Acimade1.000,MÉDIO,ANEXOII
81,COMÉRCIO,,,,,,,,
81.1,"Comércio de material de construção, ferragens, abrasivos, canos, fios, para fusos e ferramentas–exceto comércio de madeira*",área útil em m²,de250até500,de501até1.000,"de 1.000,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
81.2,Depósito de substancias de em prego imediato na construção civil*,área útil em m²,de250até500,de501até1.000,"de 1.000,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
81.3,Comércio atacadista de bebidas,área útil em m²,até500,"de 500,0001 até 1.000","de 1.000,0001 até3.000","de 3.000,0001 até 10.000",acimade10.000,BAIXO,ANEXOII
81.4,"Comércio atacadista defensivos agrícolas, adubos, fertilizantes e corretivos do solo",área útil em m²,até500,"de 500,0001 até 1.000","de 1.000,0001 até3.000","de 3.000,0001 até 10.000",acimade10.000,BAIXO,ANEXOII
81.5,"Comercio atacadista e/ou varejista de óleo lubrificante, incluindo atividade de fracionamento e acondicionamento associada",área útil em m²,até500,"de 500,0001 até 1.000","de 1.000,0001 até3.000","de 3.000,0001 até 10.000",acimade10.000,BAIXO,ANEXOII
81.6,"Comércio atacadista e varejista de produtos de limpeza, com atividade de fracionamento e acondicionamento associada",área útil em m²,Até100,"De100,001até300","De 300,001 até 1.000","De 1.000,001 a 5.000",Acimade5.000,BAIXO,ANEXOII
81.7,Comércio varejista de combustíveis para veículos automotores,capacidade de armazenamento (m³),até45,"de45,0001até90","de 90,0001 até 150","de150,0001até180",acimade180,MÉDIO,ANEXOXXXIX
81.8,Comercio atacadista e distribuidoras de com bustíveis para veículos automotores.,capacidade de armazenamento (m³),até150,"de150,0001até250","de250,0001até 500",de500até750,acimade750,ALTO,ANEXOXXXIX
81.9,Comércio varejista de gás liquefeito de petróleo(GLP),área útil em m²,até100,"de100,01até500","de 500,01 até 1.000","de 1.000,01 até 5.000",acimade5.000,MÉDIO,ANEXOXL
81.1,Comércio atacadista de gás liquefeito de petróleo(GLP),área útil em m²,até1000,"de 1000,0001 até 3.000","de 3.000,0001 até7.000","de 7.000,0001 até 10.000",acimade10.000,MÉDIO,ANEXOXLI
81.11,Transportador Revendedor Retalhista(TRR),capacidade de tancagem em m³,até60,"de60,0001até120","de120,0001até 180","de180,0001até210",acimade210,MÉDIO,ANEXOXXXIX
81.12,Comércio de substâncias e produtos químicos e/ou perigosos,área útil em m²,até500,"de 500,0001 até 1.000","de 1.000,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,ALTO,ANEXOXXXIX
81.13,Comércio varejista e atacadista de explosivos e artigos pirotécnicos,área útil em m²,até500,"de 500,0001 até 1.000","de 1.000,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,ALTO,ANEXOXXXIX
81.14,Shopping Center,área útil em m²,Até1.000,"de 1.000,001 até 5.000","de 5.000,0001 até25.000","de25.000,0001até 50.000",acimade50.000,BAIXO,ANEXOII
81.15,Mercados/Supermercado*,área útil em m²,de401até600,de601até 1.000,"de 1.000,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
82,SERVIÇOS DIVERSOS,,,,,,,,
82.1,"Serviços de lavagem, lubrificação e polimento de veículos automotores",área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,MÉDIO,ANEXOII
82.2,Manutenção e reparação de veículos automotores (oficina mecânica),área útil em m²,até300,"de300,0001até750","de750,0001até 1.500","de 1.500,0001 até 3.000",acimade3.000,MEDIO,ANEXOII
82.3,Serviço de lavanderia,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,MÉDIO,ANEXOII
82.4,Serviço de lavagem a seco,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,BAIXO,ANEXOII
82.5,"Serviços de acabamento com tinturaria, tingimento e estamparia e outros",área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,MÉDIO,ANEXOII
82.6,Serviços de conserto e recondicionamento de bateria,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,BAIXO,ANEXOII
82.7,"Serviços de galvanoplastia, metalização, cromagem, niquelagem, purificação de metais e outros.",área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,ALTO,ANEXOII
82.8,Serviços de pinturas industriais e/ou eletrostáticas.,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,ALTO,ANEXOII
82.9,"Serviços de lanternagem ou funilaria e pintura de veículos automotores, exceto pintura industrial.",área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,MÉDIO,ANEXOII
82.1,Serviço de jateamento exceto com utilização de areia,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,MÉDIO,ANEXOII
82.11,Serviços de carga e recarga de extintores de incêndio,área útil em m²,até250,"de250,0001até500","de500,0001até 1.000","de 1.000,0001 até 2.000",acimade2.000,BAIXO,ANEXOII
83,ALOJAMENTO E LAZER,,,,,,,,
83.1,Parque temático,área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII
83.2,Hotel de Ecoturismo/hotel fazenda,área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII
83.3,"Autódromo, kartódromo, Hipódromo, pista de Moto Cross, pista de aeromodelismo, pista de aeroclube, desde que instalados em área urbana",área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII
83.4,Balneários,área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII
83.5,Complexo turístico e de lazer,área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII
83.6,Hotel flutuante,área útil em m²,até100,"de100,0001até250","de250,0001até 500","de 500,0001 até 1.000",acimade1.000,MÉDIO,ANEXOII
83.7,Restaurante flutuante,área útil em m²,até250,"de 250,0001 até 1.000","de 1.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,MÉDIO,ANEXOII
83.8,Alojamento flutuante,área útil em m²,até100,"de100,0001até250","de250,0001até 500","de 500,0001 até 1.000",acimade1.000,MÉDIO,ANEXOII
83.9,"Boates, discotecas, danceterias, salões de dança e similares*",área útil em m²,até500,"de500,0001até 2000","de2000,0001 até 5000","de 5000,0001 até 10.000",acimade10.000,MÉDIO,ANEXOII
84,SERVIÇOS MÉDICOS E VETERINÁRIOS,,,,,,,,
84.1,"Hospitais, sanatórios, clínicas médicas, maternidades, casasde saúde, policlínicas e centro médico – com procedimentos complexos*",área útil em m²,até1.000,"de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
84.2,"Hospitais, sanatórios, clínicas médicas,maternidades, casasde saúde, clínicas, policlínicas e centro médico – sem procedimentos complexos*",área útil em m²,até1.000,"de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 30.000",acimade30.000,BAIXO,ANEXOII
84.3,"Laboratórios de análises clínicas, radiológicas, químicas, físico químicas, microbiológicas, toxicológicas e ambientais.",área útil em m²,até250,"de250,0001até500","de500,0001até 2.000","de 2000,0001 até 10.000",acimade10.000,MÉDIO,ANEXOII
84.4,Hospital veterinário,área útil em m²,até250,"de250,0001até500","de500,0001até 2.000","de 2000,0001 até 10.000",acimade10.000,BAIXO,ANEXOII
85,PARCELAMENTO DO SOLO E ASSENTAMENTOS,,,,,,,,
85.1,Condomínio habitacional horizontal,área total em hectares (ha),até10,"de10,0001até15","de 15,0001 até 30","de30,0001até60",acimade60,MÉDIO,ANEXOXLII
85.2,Condomínio comercial horizontal,área total em hectares (ha),até10,"de10,0001até15","de 15,0001 até 30","de30,0001até60",acimade60,MÉDIO,ANEXOXLII
85.4,Condomínio vertical comercial,Nº de comércios,até10,de10até20,de21até50,de51até100,acimade100,MÉDIO,ANEXOXLII
85.5,Condomínio vertical residencial,Nº de até 10 apartamentos,,de10até20,de21até50,de51até100,acimade100,MÉDIO,ANEXOXLII
85.6,Loteamentos para fins residenciais ou comerciais,área total em hectares (ha),até15,de15até50,de50até80,de80até100,acimade100,MÉDIO,ANEXOXLII
85.7,Regularização de loteamentos já existentes,área total em hectares (ha),até10,"de10,0001até15","de 15,0001 até 30","de30,0001até60",acimade50,MÉDIO,ANEXOXLII
85.8,Distrito e pólo industrial,área total em hectares (ha),até15,de15até50,de50até80,de80até100,acimade100,MÉDIO,ANEXOXLII
85.9,Projetos de assentamentos e de colonização,área total em hectares (ha),até300,"de300,0001a500","de 500,0001 a 700","de700,0001a1.000",acimade1.000,MÉDIO,ANEXOXLII
86,"AGRICULTURA,SILVICULTURAECRIAÇÃODEANIMAIS",,,,,,,,
86.1,Projeto agrícola/ Produção agrícola,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLIII
86.2,Projetos de silvicultura,área útil em ha (hectare),até500,"de 500,0001 até 2.000","de 2.000,0001 até5.000","de 5.000,0001 até 10.000",acimade10.000,BAIXO,ANEXOXLIII
86.3,Criação de suínos regime de confinamento – com sistema de manejo de dejetos líquidos,área de galpão em m²,Até700,"de 700,0001 até 1.500","de 1.500,0001 até3.000","de 3.000,0001 até 5.000",acimade5.000,MÉDIO,ANEXOXLIII
86.4,Criação de bovinos confinados regime de confinamento – com sistema de manejo de dejetos líquidos,área de confinamento em ha (hectare),até3,"de3,0001até6","de6,0001até10","de10,0001até20",acimade20,MÉDIO,ANEXOXLIII
86.5,Criação de outros animais de grande porte confinados regime de confinamento – com sistema de manejo de dejetos líquidos,área de confinamento em ha (hectare),até3,"de3,0001até6","de6,0001até10","de10,0001até20",acimade20,MÉDIO,ANEXOXLIII
86.6,"Avicultura para cria, recria, engorda e/ou abate (frango, codorna,pintodeumdia,e outros)",área de galpão em m²,Até1.000,"de 1.000,0001 até 3.000","de 3.000,0001 até5.000","de 5.000,0001 até 8.000",acimade8.000,BAIXO,ANEXOXLIII
86.7,"Criação de aves, exceto galináceos",área de galpão em m²,Até1.000,"de 1.000,0001 até 3.000","de 3.000,0001 até5.000","de 5.000,0001 até 8.000",acimade8.000,BAIXO,ANEXOXLIII
86.8,Cunicultura,área de galpão em m²,Até500.00,"de 500,0001 até 1.500","de 1.500,0001 até2.500","de 2.500,0001 até 4.000",acimade4.000,BAIXO,ANEXOXLIII
87,ATIVIDADES DE IRRIGAÇÃO,,,,,,,,
87.1,Irrigação por Aspersão,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,ALTO,XLIV
87.2,Irrigação Localizada,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,MEDIO,XLIV
87.3,Irrigação Superficial,Área irrigada em ha,Até50,"De50,0001a100","De 100,0001 a 500","De500,0001a1.000",Acimade1.000,ALTO,XLIV
88,ATIVIDADES FLORESTAIS,,,,,,,,
88.1,Manejo Florestal Sustentável,área útil em ha (hectare),"0,0001a999999 9",-,-,-,-,BAIXO,ANEXOXLVIIe ANEXOLII
88.2,Manejo Agrossilvopastoril,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLVIIe ANEXOLII
88.3,Manejo Agroflorestal,área útil em ha (hectare),até50,"de50,0001até240","de240,0001até 1.000","de 1.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOXLVIIe ANEXOLII
89,AQUICULTURA,,,,,,,,
89.1,"Piscicultura em tanques cavado, represa, barragem ou tanques elevados",área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.2,Piscicultura em tanques cavado em APP.,área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.3,"Piscicultura em tanque rede, inclusive áreas em parques aquícolas",volume (m³),"até1000,00","de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,BAIXO,ANEXOII-Ae ANEXOII-B
89.4,Piscicultura em represa ou barragem no leito do corpo hídrico,volume (m³),"até1000,00","de 1.000,0001 até 5.000","de 5.000,0001 até10.000","de10.000,0001até 20.000",acimade20.000,ALTO,ANEXOII-Ae ANEXOII-B
89.5,Piscicultura tipo pesque & pague ou pesque & solte,área útil em ha (hectare),até5,"de5,0001até10","de 10,0001 até 30","de30,0001até60",acimade60,BAIXO,ANEXOII-Ae ANEXOII-B
89.6,Ranicultura,área útil (m²),até500,"de 500,0001 até 1.000","de 1.000,0001 até2.000","de 2.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
89.7,Estação de larvicultura,área útil (m²),até500,"de 500,0001 até 1.000","de 1.000,0001 até2.000","de 2.000,0001 até 5.000",acimade5.000,BAIXO,ANEXOII
90,CRIAÇÃO E COMERCIALIZAÇÃO DE ANIMAIS SILVESTRES,,,,,,,,
90.1,Jardim zoológico,Área útil em ha,Até1,"de1,0001a5","de5,0001a10","de10,0001a20",acimade20,MÉDIO,ANEXOXLV
90.2,"Comercialização de fauna silvestre nativa exótica, partes, produtos e subprodutos.","Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,MÉDIO,ANEXOXLVI
90.3,Criador de passeriformes silvestres nativos amador,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",Até100,,,,,BAIXO,ANEXOXLVII
90.4,Criador de passeriformes silvestres nativos Comercial,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLVII
90.5,Criadouro científico de fauna silvestre para fins de pesquisa.,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV
90.6,Centro de triagem da fauna silvestre,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV
90.7,Mantenedor de fauna silvestre,"Número de animais (Número total de animais, incluindo matrizes nascidos em cativeiro, ou abatidos/comercializados por ano)",até100,de101até300,de301até500,de501até1000,acimade1000,BAIXO,ANEXOXLV