ANEXO,DESCRICAO,PORTE,POTENCIAL_POLUIDOR,TLP,TLI,TLO
ANEXOXLV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90doANEXOI",Grande,Baixo,0,0,1
ANEXOXLV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90doANEXOI",Grande,Médio,0,0,1
ANEXOXLV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90doANEXOI",Excepcional,Baixo,0,0,1
ANEXOXLV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90doANEXOI",Excepcional,Médio,0,0,1
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Mínimo,Baixo,6,9,11
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Pequeno,Baixo,11,17,34
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Médio,Baixo,11,23,57
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Grande,Baixo,11,28,80
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Excepcional,Baixo,17,46,114
ANEXOXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM14doANEXOI",Mínimo,Alto,12,23,46
ANEXOXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM14doANEXOI",Pequeno,Alto,12,29,68
ANEXOXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM14doANEXOI",Médio,Alto,12,40,114
ANEXOXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM14doANEXOI",Grande,Alto,12,68,171
ANEXOXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM14doANEXOI",Excepcional,Alto,12,103,285
ANEXOXVI,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM15doANEXOI.",Mínimo,Alto,12,14,14
ANEXOXVI,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM15doANEXOI.",Pequeno,Alto,17,29,46
ANEXOXVI,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM15doANEXOI.",Médio,Alto,23,57,171
ANEXOXVI,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM15doANEXOI.",Grande,Alto,34,114,342
ANEXOXVI,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM15doANEXOI.",Excepcional,Alto,46,228,456
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Mínimo,Baixo,6,6,6
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Mínimo,Médio,11,11,34
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Mínimo,Alto,11,46,91
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Pequeno,Baixo,9,9,21
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Pequeno,Médio,11,23,68
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Pequeno,Alto,12,68,137
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Médio,Baixo,12,29,57
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Médio,Médio,12,52,138
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Médio,Alto,12,92,194
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Grande,Baixo,12,40,114
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Grande,Médio,12,68,206
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Grande,Alto,12,114,262
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Excepcional,Baixo,12,63,171
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Excepcional,Médio,12,115,273
ANEXOXVII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM18doANEXOI",Excepcional,Alto,12,172,342
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Mínimo,Médio,2,6,9
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Pequeno,Médio,6,8,17
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Médio,Médio,11,17,46
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Grande,Médio,11,23,69
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Excepcional,Médio,11,29,114
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Mínimo,Baixo,9,9,9
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Mínimo,Médio,11,11,11
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Mínimo,Alto,14,14,23
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Pequeno,Baixo,12,12,18
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Pequeno,Médio,12,16,16
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Pequeno,Alto,34,34,68
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Médio,Baixo,46,46,46
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Médio,Médio,11,34,57
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Médio,Alto,148,148,456
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Grande,Baixo,142,142,142
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Grande,Médio,12,91,148
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Grande,Alto,433,433,1037
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Excepcional,Baixo,319,319,319
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Excepcional,Médio,11,137,262
ANEXOXVIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnosITEM19doANEXOI.",Excepcional,Alto,798,798,1596
ANEXOXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.1doANEXOI",Mínimo,Alto,,57,
ANEXOXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.1doANEXOI",Pequeno,Alto,,114,
ANEXOXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.1doANEXOI",Médio,Alto,,171,
ANEXOXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.1doANEXOI",Grande,Alto,,228,
ANEXOXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.1doANEXOI",Excepcional,Alto,,285,
ANEXOXXI,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnosITENS76.2a76.4doANEXOI",Mínimo,Médio,6,6,6
ANEXOXXI,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnosITENS76.2a76.4doANEXOI",Pequeno,Médio,11,11,11
ANEXOXXI,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnosITENS76.2a76.4doANEXOI",Médio,Médio,17,17,17
ANEXOXXI,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnosITENS76.2a76.4doANEXOI",Grande,Médio,34,34,34
ANEXOXXI,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnosITENS76.2a76.4doANEXOI",Excepcional,Médio,57,57,57
ANEXOXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.5doANEXOI",Mínimo,Médio,57,57,80
ANEXOXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.5doANEXOI",Pequeno,Médio,80,80,136
ANEXOXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.5doANEXOI",Médio,Médio,114,114,228
ANEXOXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.5doANEXOI",Grande,Médio,171,171,319
ANEXOXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM76.5doANEXOI",Excepcional,Médio,228,228,433
ANEXOXXIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM76.6e76.7doANEXOI",Mínimo,Alto,34,143,308
ANEXOXXIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM76.6e76.7doANEXOI",Pequeno,Alto,57,182,433
ANEXOXXIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM76.6e76.7doANEXOI",Médio,Alto,68,319,707
ANEXOXXIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM76.6e76.7doANEXOI",Grande,Alto,91,456,1140
ANEXOXXIII,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnoITEM76.6e76.7doANEXOI",Excepcional,Alto,142,570,1710
ANEXOXXIV,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnoITEMN.76.8doANEXOI",Mínimo,Alto,34,142.55,142.55
ANEXOXXIV,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnoITEMN.76.8doANEXOI",Pequeno,Alto,68,182,182
ANEXOXXIV,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnoITEMN.76.8doANEXOI",Médio,Alto,114,319,433
ANEXOXXIV,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnoITEMN.76.8doANEXOI",Grande,Alto,171,433,1254
ANEXOXXIV,"TabeladevaloresdaTLP,TLIeTLOdosempreendimentosdescritosnoITEMN.76.8doANEXOI",Excepcional,Alto,251,798,1711
ANEXOXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM77.2doANEXOI",-,MÉDIO,,,34
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Mínimo,Médio,12,23,46
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Mínimo,Alto,12,34,57
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Pequeno,Médio,12,34,68
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Pequeno,Alto,12,68,114
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Médio,Médio,12,46,80
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Médio,Alto,12,103,148
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Grande,Médio,12,68,102
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Grande,Alto,12,137,171
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Excepcional,Médio,12,114,137
ANEXOXXV,"TabeladevaloresdaTLP,TLIeTLOdasatividadeseempreendimentosdescritosnositens76.9a76.13doANEXOI",Excepcional,Alto,12,171,205
ANEXOXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnoITEMN.76.14doANEXOI",Mínimo,Alto,2,2,2
ANEXOXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnoITEMN.76.14doANEXOI",Pequeno,Alto,5,5,5
ANEXOXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnoITEMN.76.14doANEXOI",Médio,Alto,7,7,7
ANEXOXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnoITEMN.76.14doANEXOI",Grande,Alto,9,9,9
ANEXOXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnoITEMN.76.14doANEXOI",Excepcional,Alto,11,11,11
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Mínimo,Baixo,6,6,6
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Mínimo,Médio,11,11,28
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Mínimo,Alto,12,17,46
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Pequeno,Baixo,9,9,9
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Pequeno,Médio,12,17,34
ANEXOXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritosnosITENSN.76.15a76.19doANEXOI",Pequeno,Alto,11,34,69
ANEXOXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM77.1doANEXOI",,,114,114,136
ANEXOXXX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM77.3doANEXOI",,,12,57,68
ANEXOXXXI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM77.17doANEXOI",Minimo,MÉDIO,6,,6
ANEXOXXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79doANEXOI",Mínimo,Alto,91,142,342
ANEXOXXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79doANEXOI",Pequeno,Alto,114,182,456
ANEXOXXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79doANEXOI",Médio,Alto,137,251,684
ANEXOXXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79doANEXOI",Grande,Alto,171,433,798
ANEXOXXXII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79doANEXOI",Excepcional,Alto,205,490,1140
ANEXOXXXIV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.2doANEXOI",minimo,Alto,,,228
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Mínimo,Médio,11,29,74
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Mínimo,Alto,11,28,80
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Pequeno,Médio,11,45,108
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Pequeno,Alto,17,51,120
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Médio,Médio,11,57,142
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Médio,Alto,40,80,182
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Grande,Médio,11,102,228
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Grande,Alto,114,182,433
ANEXOXXXIX,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoitem81.7,81.8,81.11,81.12e81.13doANEXOI",Excepcional,Médio,11,119,296
ANEXOXXXV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.3doANEXOI",Mínimo,Alto,91,142,342
ANEXOXXXV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.3doANEXOI",Pequeno,Alto,114,182,456
ANEXOXXXV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.3doANEXOI",Médio,Alto,137,251,684
ANEXOXXXV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.3doANEXOI",Grande,Alto,171,433,798
ANEXOXXXV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.3doANEXOI",Excepcional,Alto,205,490,1140
ANEXOXXXVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.4doANEXOI",Excepcional,Alto,205,570,1710
ANEXOXXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.7doANEXO",Mínimo,Alto,17,40,73
ANEXOXXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.7doANEXO",Pequeno,Alto,23,80,91
ANEXOXXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.7doANEXO",Médio,Alto,34,200,274
ANEXOXXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.7doANEXO",Grande,Alto,46,239,319
ANEXOXXXVII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.7doANEXO",Excepcional,Alto,57,319,365
ANEXOXXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.11doANEXOI",Mínimo,Alto,11,23,34
ANEXOXXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.11doANEXOI",Pequeno,Alto,34,46,57
ANEXOXXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.11doANEXOI",Médio,Alto,46,57,68
ANEXOXXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.11doANEXOI",Grande,Alto,57,68,80
ANEXOXXXVIII,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM79.11doANEXOI",Excepcional,Alto,68,80,91
"TABELADEVALORESDATLP,TLIETLODOEMPREENDIMENTODESCRITONOITEM81.9DOANEXOI",PORTE,Mínimo,Médio,6,6,11
"TABELADEVALORESDATLP,TLIETLODOEMPREENDIMENTODESCRITONOITEM81.9DOANEXOI",PORTE,Pequeno,Médio,6,11,17
"TABELADEVALORESDATLP,TLIETLODOEMPREENDIMENTODESCRITONOITEM81.9DOANEXOI",PORTE,Médio,Médio,11,17,34
"TABELADEVALORESDATLP,TLIETLODOEMPREENDIMENTODESCRITONOITEM81.9DOANEXOI",PORTE,Grande,Médio,11,34,68
"TABELADEVALORESDATLP,TLIETLODOEMPREENDIMENTODESCRITONOITEM81.9DOANEXOI",PORTE,Excepcional,Médio,11,46,114